Unnamed: 0,Tags,SeqName,Description,Length,#Hits,e-Value,sim mean,#GO,GO IDs,GO Names,Enzyme Codes,Enzyme Names,InterPro IDs,InterPro GO IDs,InterPro GO Names
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-3,"RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor",217,20.0,2.83527e-103,69.42,12.0,P:GO:0010214; P:GO:0016554; P:GO:0016556; P:GO:0031425; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507,P:seed coat development; P:cytidine to uridine editing; P:mRNA modification; P:chloroplast RNA processing; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast,EC:3.1,Acting on ester bonds,IPR032867 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); PTHR47926 (PANTHER); PTHR47926:SF99 (PANTHER); PS51257 (PROSITE_PROFILES),F:GO:0005515; F:GO:0008270,F:protein binding; F:zinc ion binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62540_SNP_3710393-exonerate_protein2genome-gene-0.0-mRNA-3,RecName: Full=ATP-dependent zinc metalloprotease FtsH,207,20.0,1.54141e-138,91.96,15.0,P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0030163; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0008270; F:GO:0016887; C:GO:0009523; C:GO:0009535; C:GO:0016021; C:GO:0031676; C:GO:0031969,P:proteolysis; P:cell cycle; P:photosystem II repair; P:protein catabolic process; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:zinc ion binding; F:ATP hydrolysis activity; C:photosystem II; C:chloroplast thylakoid membrane; C:integral component of membrane; C:plasma membrane-derived thylakoid membrane; C:chloroplast membrane,EC:3.4.24; EC:3.6.1,Acting on peptide bonds (peptidases); Acting on acid anhydrides,IPR003593 (SMART); IPR027417 (G3DSA:3.40.50.GENE3D); IPR003959 (PFAM); PTHR23076 (PANTHER); PTHR23076:SF113 (PANTHER); cd00009 (CDD); IPR027417 (SUPERFAMILY),F:GO:0005524; F:GO:0016887,F:ATP binding; F:ATP hydrolysis activity
True,"[BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-1,"RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor",206,20.0,4.85439e-95,66.86,12.0,P:GO:0010214; P:GO:0016554; P:GO:0031425; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507,P:seed coat development; P:cytidine to uridine editing; P:chloroplast RNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast,EC:3.1,Acting on ester bonds,,,
True,"[BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.4-mRNA-2,"RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor",206,20.0,6.54194e-95,66.47,12.0,P:GO:0010214; P:GO:0016554; P:GO:0031425; P:GO:0080156; P:GO:0140547; P:GO:1900865; F:GO:0003729; F:GO:0004519; F:GO:0005515; F:GO:0008270; C:GO:0005739; C:GO:0009507,P:seed coat development; P:cytidine to uridine editing; P:chloroplast RNA processing; P:mitochondrial mRNA modification; P:acquisition of seed longevity; P:chloroplast RNA modification; F:mRNA binding; F:endonuclease activity; F:protein binding; F:zinc ion binding; C:mitochondrion; C:chloroplast,EC:3.1,Acting on ester bonds,,,
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.0-mRNA-2,RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1,191,20.0,3.05273e-124,66.88,40.0,P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0043001; P:GO:0043308; P:GO:0043312; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:1900483; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005765; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030175; C:GO:0030285; C:GO:0030666; C:GO:0030667; C:GO:0031143; C:GO:0031201; C:GO:0031902; C:GO:0033263; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686,"P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:regulation of protein targeting to vacuolar membrane; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:lysosomal membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:filopodium; C:integral component of synaptic vesicle membrane; C:endocytic vesicle membrane; C:secretory granule membrane; C:pseudopodium; C:SNARE complex; C:late endosome membrane; C:CORVET complex; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse",,,IPR001388 (PRINTS); IPR010908 (SMART); IPR042855 (PFAM); G3DSA:1.20.5.110 (GENE3D); G3DSA:3.30.450.50 (GENE3D); IPR010908 (PFAM); PTHR21136 (PANTHER); PTHR21136:SF172 (PANTHER); IPR042855 (PROSITE_PROFILES); IPR010908 (PROSITE_PROFILES); IPR010908 (CDD); SSF58038 (SUPERFAMILY); IPR011012 (SUPERFAMILY),P:GO:0016192; C:GO:0016021,P:vesicle-mediated transport; C:integral component of membrane
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_28087_SNP_43758310-exonerate_est2genome-gene-0.1-mRNA-1,RecName: Full=ABC transporter G family member STR; AltName: Full=Protein STUNTED ARBUSCULE,190,20.0,9.38514e-84,68.71,62.0,P:GO:0003008; P:GO:0007034; P:GO:0009408; P:GO:0009409; P:GO:0009414; P:GO:0009610; P:GO:0009611; P:GO:0009733; P:GO:0009738; P:GO:0009739; P:GO:0009751; P:GO:0009753; P:GO:0010025; P:GO:0010148; P:GO:0010152; P:GO:0010222; P:GO:0010345; P:GO:0010496; P:GO:0010588; P:GO:0010597; P:GO:0015878; P:GO:0015908; P:GO:0030638; P:GO:0032218; P:GO:0036377; P:GO:0042335; P:GO:0042908; P:GO:0048581; P:GO:0051607; P:GO:0055075; P:GO:0055078; P:GO:0071456; P:GO:0071472; P:GO:0080051; P:GO:0080110; P:GO:0080168; P:GO:0080172; P:GO:0098754; P:GO:0140115; P:GO:1901002; P:GO:1901656; P:GO:1902074; P:GO:1903825; P:GO:2000032; F:GO:0005524; F:GO:0015225; F:GO:0015245; F:GO:0015562; F:GO:0032217; F:GO:0042803; F:GO:0042910; F:GO:0140359; C:GO:0005634; C:GO:0005775; C:GO:0005789; C:GO:0009897; C:GO:0016021; C:GO:0016324; C:GO:0048225; C:GO:0048226; C:GO:0070505; C:GO:0085042,P:system process; P:vacuolar transport; P:response to heat; P:response to cold; P:response to water deprivation; P:response to symbiotic fungus; P:response to wounding; P:response to auxin; P:abscisic acid-activated signaling pathway; P:response to gibberellin; P:response to salicylic acid; P:response to jasmonic acid; P:wax biosynthetic process; P:transpiration; P:pollen maturation; P:stem vascular tissue pattern formation; P:suberin biosynthetic process; P:intercellular transport; P:cotyledon vascular tissue pattern formation; P:green leaf volatile biosynthetic process; P:biotin transport; P:fatty acid transport; P:polyketide metabolic process; P:riboflavin transport; P:arbuscular mycorrhizal association; P:cuticle development; P:xenobiotic transport; P:negative regulation of post-embryonic development; P:defense response to virus; P:potassium ion homeostasis; P:sodium ion homeostasis; P:cellular response to hypoxia; P:cellular response to salt stress; P:cutin transport; P:sporopollenin biosynthetic process; P:abscisic acid transport; P:petal epidermis patterning; P:detoxification; P:export across plasma membrane; P:positive regulation of response to salt stress; P:glycoside transport; P:response to salt; P:organic acid transmembrane transport; P:regulation of secondary shoot formation; F:ATP binding; F:biotin transmembrane transporter activity; F:fatty acid transmembrane transporter activity; F:efflux transmembrane transporter activity; F:riboflavin transmembrane transporter activity; F:protein homodimerization activity; F:xenobiotic transmembrane transporter activity; F:ABC-type transporter activity; C:nucleus; C:vacuolar lumen; C:endoplasmic reticulum membrane; C:external side of plasma membrane; C:integral component of membrane; C:apical plasma membrane; C:suberin network; C:Casparian strip; C:pollen coat; C:periarbuscular membrane,EC:7,Translocases,IPR003439 (PFAM); IPR027417 (G3DSA:3.40.50.GENE3D); PTHR48042:SF10 (PANTHER); PTHR48042 (PANTHER); IPR027417 (SUPERFAMILY),F:GO:0005524,F:ATP binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.1-mRNA-1,RecName: Full=Ethylene-responsive transcription factor ERF109,185,20.0,6.0221800000000005e-28,75.33,27.0,P:GO:0009408; P:GO:0009414; P:GO:0009651; P:GO:0009736; P:GO:0009737; P:GO:0009751; P:GO:0009864; P:GO:0010087; P:GO:0010105; P:GO:0010928; P:GO:0019760; P:GO:0034059; P:GO:0045892; P:GO:0045893; P:GO:0048825; P:GO:0050832; P:GO:0051301; P:GO:0062211; P:GO:0071497; P:GO:0090357; P:GO:1900057; P:GO:2000280; F:GO:0000976; F:GO:0003700; F:GO:0042802; C:GO:0005634; C:GO:0005737,"P:response to heat; P:response to water deprivation; P:response to salt stress; P:cytokinin-activated signaling pathway; P:response to abscisic acid; P:response to salicylic acid; P:induced systemic resistance, jasmonic acid mediated signaling pathway; P:phloem or xylem histogenesis; P:negative regulation of ethylene-activated signaling pathway; P:regulation of auxin mediated signaling pathway; P:glucosinolate metabolic process; P:response to anoxia; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:cotyledon development; P:defense response to fungus; P:cell division; P:root regeneration; P:cellular response to freezing; P:regulation of tryptophan metabolic process; P:positive regulation of leaf senescence; P:regulation of root development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:identical protein binding; C:nucleus; C:cytoplasm",,,IPR001471 (PRINTS); IPR001471 (SMART); IPR036955 (G3DSA:3.30.730.GENE3D); IPR001471 (PFAM); PTHR31677:SF130 (PANTHER); PTHR31677 (PANTHER); IPR001471 (PROSITE_PROFILES); IPR001471 (CDD); IPR016177 (SUPERFAMILY),P:GO:0006355; F:GO:0003677; F:GO:0003700,"P:regulation of transcription, DNA-templated; F:DNA binding; F:DNA-binding transcription factor activity"
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=ATP-dependent zinc metalloprotease FtsH,184,20.0,1.77739e-124,80.6,14.0,P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0030163; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0008270; F:GO:0016887; C:GO:0009535; C:GO:0016021; C:GO:0031676; C:GO:0031969,P:proteolysis; P:cell cycle; P:photosystem II repair; P:protein catabolic process; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:zinc ion binding; F:ATP hydrolysis activity; C:chloroplast thylakoid membrane; C:integral component of membrane; C:plasma membrane-derived thylakoid membrane; C:chloroplast membrane,EC:3.4.24; EC:3.6.1,Acting on peptide bonds (peptidases); Acting on acid anhydrides,IPR000642 (PFAM); IPR037219 (G3DSA:1.20.58.GENE3D); PTHR23076 (PANTHER); PTHR23076:SF92 (PANTHER); IPR037219 (SUPERFAMILY),P:GO:0006508; F:GO:0004176; F:GO:0004222; F:GO:0005524,P:proteolysis; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_3589_SNP_9252545-exonerate_protein2genome-gene-0.0-mRNA-1,RecName: Full=Probable endonuclease LCL3,181,20.0,1.1227199999999998e-87,61.12,10.0,P:GO:0006308; P:GO:0006401; P:GO:0090502; F:GO:0003676; F:GO:0004520; F:GO:0004521; F:GO:0005515; F:GO:0046872; C:GO:0005737; C:GO:0005886,"P:DNA catabolic process; P:RNA catabolic process; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:endodeoxyribonuclease activity; F:endoribonuclease activity; F:protein binding; F:metal ion binding; C:cytoplasm; C:plasma membrane",EC:3.1,Acting on ester bonds,IPR016071 (SMART); IPR016071 (PFAM); IPR035437 (G3DSA:2.40.50.GENE3D); PTHR12302 (PANTHER); PTHR12302:SF12 (PANTHER); IPR016071 (PROSITE_PROFILES); IPR035437 (SUPERFAMILY),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.0-mRNA-2,RecName: Full=ATP-dependent zinc metalloprotease FtsH,178,20.0,7.10125e-113,79.8,15.0,P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0030163; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0008270; F:GO:0016887; C:GO:0009523; C:GO:0009535; C:GO:0016021; C:GO:0031676; C:GO:0031969,P:proteolysis; P:cell cycle; P:photosystem II repair; P:protein catabolic process; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:zinc ion binding; F:ATP hydrolysis activity; C:photosystem II; C:chloroplast thylakoid membrane; C:integral component of membrane; C:plasma membrane-derived thylakoid membrane; C:chloroplast membrane,EC:3.4.24; EC:3.6.1,Acting on peptide bonds (peptidases); Acting on acid anhydrides,IPR000642 (PFAM); IPR037219 (G3DSA:1.20.58.GENE3D); PTHR23076:SF92 (PANTHER); PTHR23076 (PANTHER); IPR037219 (SUPERFAMILY),P:GO:0006508; F:GO:0004176; F:GO:0004222; F:GO:0005524,P:proteolysis; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding
True,"[BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_3589_SNP_9252545-exonerate_protein2genome-gene-0.0-mRNA-2,RecName: Full=Probable endonuclease LCL3,172,20.0,1.28621e-90,63.34,10.0,P:GO:0006308; P:GO:0006401; P:GO:0090502; F:GO:0003676; F:GO:0004520; F:GO:0004521; F:GO:0005515; F:GO:0046872; C:GO:0005737; C:GO:0005886,"P:DNA catabolic process; P:RNA catabolic process; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:endodeoxyribonuclease activity; F:endoribonuclease activity; F:protein binding; F:metal ion binding; C:cytoplasm; C:plasma membrane",EC:3.1,Acting on ester bonds,,,
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_61305_SNP_2136144-exonerate_est2genome-gene-0.1-mRNA-1,RecName: Full=Cytochrome P450 81D11,161,20.0,3.6956399999999995e-51,67.42,12.0,P:GO:0002213; P:GO:0009682; P:GO:0009759; P:GO:0050832; P:GO:0052544; P:GO:0071281; P:GO:0071456; P:GO:0106146; F:GO:0005506; F:GO:0020037; F:GO:0106144; C:GO:0016020,P:defense response to insect; P:induced systemic resistance; P:indole glucosinolate biosynthetic process; P:defense response to fungus; P:defense response by callose deposition in cell wall; P:cellular response to iron ion; P:cellular response to hypoxia; P:sideretin biosynthesis; F:iron ion binding; F:heme binding; F:fraxetin 5-hydroxylase activity; C:membrane,EC:1.14.13; EC:1.14.14.164,"Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Fraxetin 5-hydroxylase",IPR001128 (PRINTS); IPR002401 (PRINTS); IPR001128 (PFAM); IPR036396 (G3DSA:1.10.630.GENE3D); PTHR47947:SF24 (PANTHER); PTHR47947 (PANTHER); IPR036396 (SUPERFAMILY),F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037,"F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding"
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_51506_SNP_1002237-exonerate_est2genome-gene-0.0-mRNA-1,---NA---,151,,,,,,,,,IPR019448 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR34452 (PANTHER); PTHR34452:SF1 (PANTHER); IPR019448 (PROSITE_PROFILES),no GO terms,no GO terms
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.1-mRNA-1,---NA---,148,,,,,,,,,IPR007658 (PFAM); PTHR31325:SF211 (PANTHER); PTHR31325 (PANTHER),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED]",maker-Scaffold_23621_SNP_2202981-exonerate_est2genome-gene-0.0-mRNA-1,RecName: Full=Putative ribonuclease H protein At1g65750,147,1.0,8.66014e-09,41.72,8.0,P:GO:0090305; P:GO:0090502; F:GO:0003676; F:GO:0004518; F:GO:0004519; F:GO:0004523; F:GO:0016787; F:GO:0046872,"P:nucleic acid phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:nuclease activity; F:endonuclease activity; F:RNA-DNA hybrid ribonuclease activity; F:hydrolase activity; F:metal ion binding",,,no IPS match,no IPS match,no IPS match
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62480_SNP_2374442-exonerate_est2genome-gene-0.0-mRNA-6,RecName: Full=Puromycin-sensitive aminopeptidase; Short=PSA; AltName: Full=Cytosol alanyl aminopeptidase; Short=AAP-S,145,20.0,2.9522700000000003e-55,67.75,29.0,P:GO:0000209; P:GO:0008595; P:GO:0009792; P:GO:0009926; P:GO:0016485; P:GO:0030590; P:GO:0035814; P:GO:0043171; P:GO:0046662; P:GO:0051661; P:GO:0071456; P:GO:0120113; P:GO:1900195; P:GO:1903538; P:GO:1990947; F:GO:0005515; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0000328; C:GO:0000793; C:GO:0005576; C:GO:0005771; C:GO:0005783; C:GO:0005829; C:GO:0031526; C:GO:0061957; C:GO:0097431,"P:protein polyubiquitination; P:anterior/posterior axis specification, embryo; P:embryo development ending in birth or egg hatching; P:auxin polar transport; P:protein processing; P:first cell cycle pseudocleavage; P:negative regulation of renal sodium excretion; P:peptide catabolic process; P:regulation of oviposition; P:maintenance of centrosome location; P:cellular response to hypoxia; P:cytoplasm to vacuole transport by the NVT pathway; P:positive regulation of oocyte maturation; P:regulation of meiotic cell cycle process involved in oocyte maturation; P:exit from meiosis; F:protein binding; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:fungal-type vacuole lumen; C:condensed chromosome; C:extracellular region; C:multivesicular body; C:endoplasmic reticulum; C:cytosol; C:brush border membrane; C:NVT complex; C:mitotic spindle pole",EC:3.4.11,Acting on peptide bonds (peptidases),IPR001930 (PRINTS); IPR042097 (G3DSA:2.60.40.GENE3D); IPR045357 (PFAM); PTHR11533 (PANTHER); PTHR11533:SF269 (PANTHER); IPR042097 (SUPERFAMILY),P:GO:0006508,P:proteolysis
True,"[INTERPRO, NO-BLAST]",maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.0-mRNA-1,---NA---,141,,,,,,,,,IPR004332 (PFAM); PTHR31973 (PANTHER); PTHR31973:SF147 (PANTHER),no GO terms,no GO terms
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.1-mRNA-2,RecName: Full=Ethylene-responsive transcription factor ERF112,133,20.0,5.752450000000001e-29,80.07,28.0,P:GO:0008219; P:GO:0009414; P:GO:0009651; P:GO:0009736; P:GO:0009737; P:GO:0009751; P:GO:0009864; P:GO:0010087; P:GO:0010105; P:GO:0010286; P:GO:0010928; P:GO:0019760; P:GO:0034059; P:GO:0045892; P:GO:0045893; P:GO:0048825; P:GO:0050832; P:GO:0051301; P:GO:0062211; P:GO:0071497; P:GO:0090357; P:GO:2000280; F:GO:0000976; F:GO:0003700; F:GO:0042802; C:GO:0005634; C:GO:0005737; C:GO:0005886,"P:cell death; P:response to water deprivation; P:response to salt stress; P:cytokinin-activated signaling pathway; P:response to abscisic acid; P:response to salicylic acid; P:induced systemic resistance, jasmonic acid mediated signaling pathway; P:phloem or xylem histogenesis; P:negative regulation of ethylene-activated signaling pathway; P:heat acclimation; P:regulation of auxin mediated signaling pathway; P:glucosinolate metabolic process; P:response to anoxia; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:cotyledon development; P:defense response to fungus; P:cell division; P:root regeneration; P:cellular response to freezing; P:regulation of tryptophan metabolic process; P:regulation of root development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:identical protein binding; C:nucleus; C:cytoplasm; C:plasma membrane",,,IPR001471 (PRINTS); IPR001471 (SMART); IPR036955 (G3DSA:3.30.730.GENE3D); IPR001471 (PFAM); PTHR31677:SF145 (PANTHER); PTHR31677 (PANTHER); IPR001471 (PROSITE_PROFILES); IPR001471 (CDD); IPR016177 (SUPERFAMILY),P:GO:0006355; F:GO:0003677; F:GO:0003700,"P:regulation of transcription, DNA-templated; F:DNA binding; F:DNA-binding transcription factor activity"
True,"[BLASTED, MAPPED]",maker-Scaffold_23621_SNP_2202981-exonerate_protein2genome-gene-0.1-mRNA-1,RecName: Full=Putative ribonuclease H protein At1g65750,127,1.0,1.56665e-07,46.03,8.0,P:GO:0090305; P:GO:0090502; F:GO:0003676; F:GO:0004518; F:GO:0004519; F:GO:0004523; F:GO:0016787; F:GO:0046872,"P:nucleic acid phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:nuclease activity; F:endonuclease activity; F:RNA-DNA hybrid ribonuclease activity; F:hydrolase activity; F:metal ion binding",,,,,
True,"[INTERPRO, BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.0-mRNA-1,RecName: Full=ABSCISIC ACID-INSENSITIVE 5-like protein 4; AltName: Full=Abscisic acid responsive elements-binding factor 1; Short=ABRE-binding factor 1; AltName: Full=bZIP transcription factor 35; Short=AtbZIP35,125,13.0,1.1394900000000001e-23,59.6,14.0,P:GO:0009414; P:GO:0009651; P:GO:0009739; P:GO:0009789; P:GO:0010115; P:GO:0010182; P:GO:0010187; P:GO:0045893; P:GO:0048316; P:GO:0090332; F:GO:0000976; F:GO:0001216; F:GO:0005515; C:GO:0005634,"P:response to water deprivation; P:response to salt stress; P:response to gibberellin; P:positive regulation of abscisic acid-activated signaling pathway; P:regulation of abscisic acid biosynthetic process; P:sugar mediated signaling pathway; P:negative regulation of seed germination; P:positive regulation of transcription, DNA-templated; P:seed development; P:stomatal closure; F:transcription cis-regulatory region binding; F:DNA-binding transcription activator activity; F:protein binding; C:nucleus",,,mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR043452 (PANTHER); PTHR22952:SF446 (PANTHER); PTHR22952:SF446 (PANTHER),P:GO:0045893; F:GO:0003700,"P:positive regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity"
True,"[BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.1-mRNA-1,RecName: Full=Casparian strip membrane protein 2; Short=VvCASP2,115,20.0,3.32802e-52,81.63,10.0,P:GO:0006508; P:GO:0007043; P:GO:0031647; P:GO:0042545; P:GO:1902004; F:GO:0042803; F:GO:0051539; C:GO:0005886; C:GO:0016021; C:GO:0048226,"P:proteolysis; P:cell-cell junction assembly; P:regulation of protein stability; P:cell wall modification; P:positive regulation of amyloid-beta formation; F:protein homodimerization activity; F:4 iron, 4 sulfur cluster binding; C:plasma membrane; C:integral component of membrane; C:Casparian strip",,,,,
True,"[BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.1-mRNA-2,RecName: Full=Casparian strip membrane protein 2; Short=VvCASP2,111,20.0,1.75252e-52,81.8,10.0,P:GO:0006508; P:GO:0007043; P:GO:0031647; P:GO:0042545; P:GO:1902004; F:GO:0042803; F:GO:0051539; C:GO:0005886; C:GO:0016021; C:GO:0048226,"P:proteolysis; P:cell-cell junction assembly; P:regulation of protein stability; P:cell wall modification; P:positive regulation of amyloid-beta formation; F:protein homodimerization activity; F:4 iron, 4 sulfur cluster binding; C:plasma membrane; C:integral component of membrane; C:Casparian strip",,,,,
True,"[BLASTED, MAPPED, ANNOTATED]",maker-Scaffold_62480_SNP_2374442-exonerate_protein2genome-gene-0.1-mRNA-1,RecName: Full=Glutamyl aminopeptidase; Short=EAP; AltName: Full=Aminopeptidase A; Short=AP-A; AltName: CD_antigen=CD249,106,8.0,1.01656e-26,70.14,9.0,P:GO:0006508; P:GO:0009926; P:GO:0043171; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0005783; C:GO:0005886,P:proteolysis; P:auxin polar transport; P:peptide catabolic process; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:endoplasmic reticulum; C:plasma membrane,EC:3.4.11,Acting on peptide bonds (peptidases),,,
