	Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.1-mRNA-1	RecName: Full=Ethylene-responsive transcription factor ERF109	185	20	6.02218E-28	75.33	27	P:GO:0009408; P:GO:0009414; P:GO:0009651; P:GO:0009736; P:GO:0009737; P:GO:0009751; P:GO:0009864; P:GO:0010087; P:GO:0010105; P:GO:0010928; P:GO:0019760; P:GO:0034059; P:GO:0045892; P:GO:0045893; P:GO:0048825; P:GO:0050832; P:GO:0051301; P:GO:0062211; P:GO:0071497; P:GO:0090357; P:GO:1900057; P:GO:2000280; F:GO:0000976; F:GO:0003700; F:GO:0042802; C:GO:0005634; C:GO:0005737	P:response to heat; P:response to water deprivation; P:response to salt stress; P:cytokinin-activated signaling pathway; P:response to abscisic acid; P:response to salicylic acid; P:induced systemic resistance, jasmonic acid mediated signaling pathway; P:phloem or xylem histogenesis; P:negative regulation of ethylene-activated signaling pathway; P:regulation of auxin mediated signaling pathway; P:glucosinolate metabolic process; P:response to anoxia; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:cotyledon development; P:defense response to fungus; P:cell division; P:root regeneration; P:cellular response to freezing; P:regulation of tryptophan metabolic process; P:positive regulation of leaf senescence; P:regulation of root development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:identical protein binding; C:nucleus; C:cytoplasm			IPR001471 (PRINTS); IPR001471 (SMART); IPR036955 (G3DSA:3.30.730.GENE3D); IPR001471 (PFAM); PTHR31677:SF130 (PANTHER); PTHR31677 (PANTHER); IPR001471 (PROSITE_PROFILES); IPR001471 (CDD); IPR016177 (SUPERFAMILY)	P:GO:0006355; F:GO:0003677; F:GO:0003700	P:regulation of transcription, DNA-templated; F:DNA binding; F:DNA-binding transcription factor activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=ATP-dependent zinc metalloprotease FtsH	184	20	1.77739E-124	80.6	14	P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0030163; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0008270; F:GO:0016887; C:GO:0009535; C:GO:0016021; C:GO:0031676; C:GO:0031969	P:proteolysis; P:cell cycle; P:photosystem II repair; P:protein catabolic process; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:zinc ion binding; F:ATP hydrolysis activity; C:chloroplast thylakoid membrane; C:integral component of membrane; C:plasma membrane-derived thylakoid membrane; C:chloroplast membrane	EC:3.4.24; EC:3.6.1	Acting on peptide bonds (peptidases); Acting on acid anhydrides	IPR000642 (PFAM); IPR037219 (G3DSA:1.20.58.GENE3D); PTHR23076 (PANTHER); PTHR23076:SF92 (PANTHER); IPR037219 (SUPERFAMILY)	P:GO:0006508; F:GO:0004176; F:GO:0004222; F:GO:0005524	P:proteolysis; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_3589_SNP_9252545-exonerate_protein2genome-gene-0.0-mRNA-1	RecName: Full=Probable endonuclease LCL3	181	20	1.12272E-87	61.12	10	P:GO:0006308; P:GO:0006401; P:GO:0090502; F:GO:0003676; F:GO:0004520; F:GO:0004521; F:GO:0005515; F:GO:0046872; C:GO:0005737; C:GO:0005886	P:DNA catabolic process; P:RNA catabolic process; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:endodeoxyribonuclease activity; F:endoribonuclease activity; F:protein binding; F:metal ion binding; C:cytoplasm; C:plasma membrane	EC:3.1	Acting on ester bonds	IPR016071 (SMART); IPR016071 (PFAM); IPR035437 (G3DSA:2.40.50.GENE3D); PTHR12302 (PANTHER); PTHR12302:SF12 (PANTHER); IPR016071 (PROSITE_PROFILES); IPR035437 (SUPERFAMILY)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.0-mRNA-2	RecName: Full=ATP-dependent zinc metalloprotease FtsH	178	20	7.10125E-113	79.8	15	P:GO:0006508; P:GO:0007049; P:GO:0010206; P:GO:0030163; P:GO:0051301; F:GO:0004176; F:GO:0004222; F:GO:0005524; F:GO:0008270; F:GO:0016887; C:GO:0009523; C:GO:0009535; C:GO:0016021; C:GO:0031676; C:GO:0031969	P:proteolysis; P:cell cycle; P:photosystem II repair; P:protein catabolic process; P:cell division; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding; F:zinc ion binding; F:ATP hydrolysis activity; C:photosystem II; C:chloroplast thylakoid membrane; C:integral component of membrane; C:plasma membrane-derived thylakoid membrane; C:chloroplast membrane	EC:3.4.24; EC:3.6.1	Acting on peptide bonds (peptidases); Acting on acid anhydrides	IPR000642 (PFAM); IPR037219 (G3DSA:1.20.58.GENE3D); PTHR23076:SF92 (PANTHER); PTHR23076 (PANTHER); IPR037219 (SUPERFAMILY)	P:GO:0006508; F:GO:0004176; F:GO:0004222; F:GO:0005524	P:proteolysis; F:ATP-dependent peptidase activity; F:metalloendopeptidase activity; F:ATP binding
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_3589_SNP_9252545-exonerate_protein2genome-gene-0.0-mRNA-2	RecName: Full=Probable endonuclease LCL3	172	20	1.28621E-90	63.34	10	P:GO:0006308; P:GO:0006401; P:GO:0090502; F:GO:0003676; F:GO:0004520; F:GO:0004521; F:GO:0005515; F:GO:0046872; C:GO:0005737; C:GO:0005886	P:DNA catabolic process; P:RNA catabolic process; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:endodeoxyribonuclease activity; F:endoribonuclease activity; F:protein binding; F:metal ion binding; C:cytoplasm; C:plasma membrane	EC:3.1	Acting on ester bonds			
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_61305_SNP_2136144-exonerate_est2genome-gene-0.1-mRNA-1	RecName: Full=Cytochrome P450 81D11	161	20	3.69564E-51	67.42	12	P:GO:0002213; P:GO:0009682; P:GO:0009759; P:GO:0050832; P:GO:0052544; P:GO:0071281; P:GO:0071456; P:GO:0106146; F:GO:0005506; F:GO:0020037; F:GO:0106144; C:GO:0016020	P:defense response to insect; P:induced systemic resistance; P:indole glucosinolate biosynthetic process; P:defense response to fungus; P:defense response by callose deposition in cell wall; P:cellular response to iron ion; P:cellular response to hypoxia; P:sideretin biosynthesis; F:iron ion binding; F:heme binding; F:fraxetin 5-hydroxylase activity; C:membrane	EC:1.14.13; EC:1.14.14.164	Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2); Fraxetin 5-hydroxylase	IPR001128 (PRINTS); IPR002401 (PRINTS); IPR001128 (PFAM); IPR036396 (G3DSA:1.10.630.GENE3D); PTHR47947:SF24 (PANTHER); PTHR47947 (PANTHER); IPR036396 (SUPERFAMILY)	F:GO:0004497; F:GO:0005506; F:GO:0016705; F:GO:0020037	F:monooxygenase activity; F:iron ion binding; F:oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen; F:heme binding
true	[INTERPRO, NO-BLAST]	maker-Scaffold_51506_SNP_1002237-exonerate_est2genome-gene-0.0-mRNA-1	---NA---	151									IPR019448 (PFAM); mobidb-lite (MOBIDB_LITE); PTHR34452 (PANTHER); PTHR34452:SF1 (PANTHER); IPR019448 (PROSITE_PROFILES)	no GO terms	no GO terms
true	[INTERPRO, NO-BLAST]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.1-mRNA-1	---NA---	148									IPR007658 (PFAM); PTHR31325:SF211 (PANTHER); PTHR31325 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED]	maker-Scaffold_23621_SNP_2202981-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=Putative ribonuclease H protein At1g65750	147	1	8.66014E-9	41.72	8	P:GO:0090305; P:GO:0090502; F:GO:0003676; F:GO:0004518; F:GO:0004519; F:GO:0004523; F:GO:0016787; F:GO:0046872	P:nucleic acid phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:nuclease activity; F:endonuclease activity; F:RNA-DNA hybrid ribonuclease activity; F:hydrolase activity; F:metal ion binding			no IPS match	no IPS match	no IPS match
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62480_SNP_2374442-exonerate_est2genome-gene-0.0-mRNA-6	RecName: Full=Puromycin-sensitive aminopeptidase; Short=PSA; AltName: Full=Cytosol alanyl aminopeptidase; Short=AAP-S	145	20	2.95227E-55	67.75	29	P:GO:0000209; P:GO:0008595; P:GO:0009792; P:GO:0009926; P:GO:0016485; P:GO:0030590; P:GO:0035814; P:GO:0043171; P:GO:0046662; P:GO:0051661; P:GO:0071456; P:GO:0120113; P:GO:1900195; P:GO:1903538; P:GO:1990947; F:GO:0005515; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0000328; C:GO:0000793; C:GO:0005576; C:GO:0005771; C:GO:0005783; C:GO:0005829; C:GO:0031526; C:GO:0061957; C:GO:0097431	P:protein polyubiquitination; P:anterior/posterior axis specification, embryo; P:embryo development ending in birth or egg hatching; P:auxin polar transport; P:protein processing; P:first cell cycle pseudocleavage; P:negative regulation of renal sodium excretion; P:peptide catabolic process; P:regulation of oviposition; P:maintenance of centrosome location; P:cellular response to hypoxia; P:cytoplasm to vacuole transport by the NVT pathway; P:positive regulation of oocyte maturation; P:regulation of meiotic cell cycle process involved in oocyte maturation; P:exit from meiosis; F:protein binding; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:fungal-type vacuole lumen; C:condensed chromosome; C:extracellular region; C:multivesicular body; C:endoplasmic reticulum; C:cytosol; C:brush border membrane; C:NVT complex; C:mitotic spindle pole	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR001930 (PRINTS); IPR042097 (G3DSA:2.60.40.GENE3D); IPR045357 (PFAM); PTHR11533 (PANTHER); PTHR11533:SF269 (PANTHER); IPR042097 (SUPERFAMILY)	P:GO:0006508	P:proteolysis
true	[INTERPRO, NO-BLAST]	maker-Scaffold_62540_SNP_1173139-exonerate_protein2genome-gene-0.0-mRNA-1	---NA---	141									IPR004332 (PFAM); PTHR31973 (PANTHER); PTHR31973:SF147 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.1-mRNA-2	RecName: Full=Ethylene-responsive transcription factor ERF112	133	20	5.75245E-29	80.07	28	P:GO:0008219; P:GO:0009414; P:GO:0009651; P:GO:0009736; P:GO:0009737; P:GO:0009751; P:GO:0009864; P:GO:0010087; P:GO:0010105; P:GO:0010286; P:GO:0010928; P:GO:0019760; P:GO:0034059; P:GO:0045892; P:GO:0045893; P:GO:0048825; P:GO:0050832; P:GO:0051301; P:GO:0062211; P:GO:0071497; P:GO:0090357; P:GO:2000280; F:GO:0000976; F:GO:0003700; F:GO:0042802; C:GO:0005634; C:GO:0005737; C:GO:0005886	P:cell death; P:response to water deprivation; P:response to salt stress; P:cytokinin-activated signaling pathway; P:response to abscisic acid; P:response to salicylic acid; P:induced systemic resistance, jasmonic acid mediated signaling pathway; P:phloem or xylem histogenesis; P:negative regulation of ethylene-activated signaling pathway; P:heat acclimation; P:regulation of auxin mediated signaling pathway; P:glucosinolate metabolic process; P:response to anoxia; P:negative regulation of transcription, DNA-templated; P:positive regulation of transcription, DNA-templated; P:cotyledon development; P:defense response to fungus; P:cell division; P:root regeneration; P:cellular response to freezing; P:regulation of tryptophan metabolic process; P:regulation of root development; F:transcription cis-regulatory region binding; F:DNA-binding transcription factor activity; F:identical protein binding; C:nucleus; C:cytoplasm; C:plasma membrane			IPR001471 (PRINTS); IPR001471 (SMART); IPR036955 (G3DSA:3.30.730.GENE3D); IPR001471 (PFAM); PTHR31677:SF145 (PANTHER); PTHR31677 (PANTHER); IPR001471 (PROSITE_PROFILES); IPR001471 (CDD); IPR016177 (SUPERFAMILY)	P:GO:0006355; F:GO:0003677; F:GO:0003700	P:regulation of transcription, DNA-templated; F:DNA binding; F:DNA-binding transcription factor activity
true	[BLASTED, MAPPED]	maker-Scaffold_23621_SNP_2202981-exonerate_protein2genome-gene-0.1-mRNA-1	RecName: Full=Putative ribonuclease H protein At1g65750	127	1	1.56665E-7	46.03	8	P:GO:0090305; P:GO:0090502; F:GO:0003676; F:GO:0004518; F:GO:0004519; F:GO:0004523; F:GO:0016787; F:GO:0046872	P:nucleic acid phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis, endonucleolytic; F:nucleic acid binding; F:nuclease activity; F:endonuclease activity; F:RNA-DNA hybrid ribonuclease activity; F:hydrolase activity; F:metal ion binding					
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.0-mRNA-1	RecName: Full=ABSCISIC ACID-INSENSITIVE 5-like protein 4; AltName: Full=Abscisic acid responsive elements-binding factor 1; Short=ABRE-binding factor 1; AltName: Full=bZIP transcription factor 35; Short=AtbZIP35	125	13	1.13949E-23	59.6	14	P:GO:0009414; P:GO:0009651; P:GO:0009739; P:GO:0009789; P:GO:0010115; P:GO:0010182; P:GO:0010187; P:GO:0045893; P:GO:0048316; P:GO:0090332; F:GO:0000976; F:GO:0001216; F:GO:0005515; C:GO:0005634	P:response to water deprivation; P:response to salt stress; P:response to gibberellin; P:positive regulation of abscisic acid-activated signaling pathway; P:regulation of abscisic acid biosynthetic process; P:sugar mediated signaling pathway; P:negative regulation of seed germination; P:positive regulation of transcription, DNA-templated; P:seed development; P:stomatal closure; F:transcription cis-regulatory region binding; F:DNA-binding transcription activator activity; F:protein binding; C:nucleus			mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR043452 (PANTHER); PTHR22952:SF446 (PANTHER); PTHR22952:SF446 (PANTHER)	P:GO:0045893; F:GO:0003700	P:positive regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.1-mRNA-1	RecName: Full=Casparian strip membrane protein 2; Short=VvCASP2	115	20	3.32802E-52	81.63	10	P:GO:0006508; P:GO:0007043; P:GO:0031647; P:GO:0042545; P:GO:1902004; F:GO:0042803; F:GO:0051539; C:GO:0005886; C:GO:0016021; C:GO:0048226	P:proteolysis; P:cell-cell junction assembly; P:regulation of protein stability; P:cell wall modification; P:positive regulation of amyloid-beta formation; F:protein homodimerization activity; F:4 iron, 4 sulfur cluster binding; C:plasma membrane; C:integral component of membrane; C:Casparian strip					
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.1-mRNA-2	RecName: Full=Casparian strip membrane protein 2; Short=VvCASP2	111	20	1.75252E-52	81.8	10	P:GO:0006508; P:GO:0007043; P:GO:0031647; P:GO:0042545; P:GO:1902004; F:GO:0042803; F:GO:0051539; C:GO:0005886; C:GO:0016021; C:GO:0048226	P:proteolysis; P:cell-cell junction assembly; P:regulation of protein stability; P:cell wall modification; P:positive regulation of amyloid-beta formation; F:protein homodimerization activity; F:4 iron, 4 sulfur cluster binding; C:plasma membrane; C:integral component of membrane; C:Casparian strip					
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62480_SNP_2374442-exonerate_protein2genome-gene-0.1-mRNA-1	RecName: Full=Glutamyl aminopeptidase; Short=EAP; AltName: Full=Aminopeptidase A; Short=AP-A; AltName: CD_antigen=CD249	106	8	1.01656E-26	70.14	9	P:GO:0006508; P:GO:0009926; P:GO:0043171; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0005783; C:GO:0005886	P:proteolysis; P:auxin polar transport; P:peptide catabolic process; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:endoplasmic reticulum; C:plasma membrane	EC:3.4.11	Acting on peptide bonds (peptidases)			
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62491_SNP_17612429-exonerate_protein2genome-gene-0.0-mRNA-3	RecName: Full=Vesicle-associated membrane protein 7; Short=VAMP-7; AltName: Full=Synaptobrevin-like protein 1	101	20	6.58455E-62	66.59	43	P:GO:0000226; P:GO:0006888; P:GO:0006911; P:GO:0007033; P:GO:0008333; P:GO:0009651; P:GO:0009737; P:GO:0010118; P:GO:0017156; P:GO:0034197; P:GO:0035493; P:GO:0043001; P:GO:0043308; P:GO:0043312; P:GO:0047496; P:GO:0048280; P:GO:0050775; P:GO:0090161; P:GO:1900483; F:GO:0005484; F:GO:0019905; C:GO:0000139; C:GO:0000331; C:GO:0005765; C:GO:0005789; C:GO:0005886; C:GO:0009504; C:GO:0009986; C:GO:0030027; C:GO:0030141; C:GO:0030175; C:GO:0030285; C:GO:0030669; C:GO:0031143; C:GO:0031201; C:GO:0031902; C:GO:0032588; C:GO:0033263; C:GO:0043005; C:GO:0045177; C:GO:0045335; C:GO:0048471; C:GO:0098686	P:microtubule cytoskeleton organization; P:endoplasmic reticulum to Golgi vesicle-mediated transport; P:phagocytosis, engulfment; P:vacuole organization; P:endosome to lysosome transport; P:response to salt stress; P:response to abscisic acid; P:stomatal movement; P:calcium-ion regulated exocytosis; P:triglyceride transport; P:SNARE complex assembly; P:Golgi to plasma membrane protein transport; P:eosinophil degranulation; P:neutrophil degranulation; P:vesicle transport along microtubule; P:vesicle fusion with Golgi apparatus; P:positive regulation of dendrite morphogenesis; P:Golgi ribbon formation; P:regulation of protein targeting to vacuolar membrane; F:SNAP receptor activity; F:syntaxin binding; C:Golgi membrane; C:contractile vacuole; C:lysosomal membrane; C:endoplasmic reticulum membrane; C:plasma membrane; C:cell plate; C:cell surface; C:lamellipodium; C:secretory granule; C:filopodium; C:integral component of synaptic vesicle membrane; C:clathrin-coated endocytic vesicle membrane; C:pseudopodium; C:SNARE complex; C:late endosome membrane; C:trans-Golgi network membrane; C:CORVET complex; C:neuron projection; C:apical part of cell; C:phagocytic vesicle; C:perinuclear region of cytoplasm; C:hippocampal mossy fiber to CA3 synapse					
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_17057_SNP_457058-exonerate_protein2genome-gene-0.2-mRNA-1	RecName: Full=Pentatricopeptide repeat-containing protein At2g29760, chloroplastic; AltName: Full=Protein ORGANELLE TRANSCRIPT PROCESSING 81; Flags: Precursor	100	20	5.47765E-43	70.16	9	P:GO:0016554; P:GO:0031425; P:GO:0080156; P:GO:1900865; F:GO:0003700; F:GO:0003729; F:GO:0005515; F:GO:0008270; C:GO:0009507	P:cytidine to uridine editing; P:chloroplast RNA processing; P:mitochondrial mRNA modification; P:chloroplast RNA modification; F:DNA-binding transcription factor activity; F:mRNA binding; F:protein binding; F:zinc ion binding; C:chloroplast			IPR002885 (PFAM); IPR011990 (G3DSA:1.25.40.GENE3D); IPR002885 (PFAM); IPR002885 (TIGRFAM); PTHR47926:SF99 (PANTHER); PTHR47926 (PANTHER); IPR002885 (PROSITE_PROFILES)	F:GO:0005515	F:protein binding
true	[BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_47900_SNP_1597869-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=Histone-lysine N-methyltransferase, H3 lysine-36 specific; AltName: Full=SET domain-containing protein 2	99	20	3.16638E-52	69.32	69	P:GO:0000122; P:GO:0001525; P:GO:0001702; P:GO:0001763; P:GO:0001843; P:GO:0003149; P:GO:0003289; P:GO:0003290; P:GO:0006298; P:GO:0006353; P:GO:0006368; P:GO:0009908; P:GO:0010224; P:GO:0010228; P:GO:0010569; P:GO:0010793; P:GO:0016575; P:GO:0018026; P:GO:0030174; P:GO:0030437; P:GO:0030900; P:GO:0032465; P:GO:0032727; P:GO:0033135; P:GO:0034340; P:GO:0034770; P:GO:0035066; P:GO:0035441; P:GO:0035987; P:GO:0045128; P:GO:0045893; P:GO:0048298; P:GO:0048332; P:GO:0048701; P:GO:0048864; P:GO:0051607; P:GO:0060039; P:GO:0060195; P:GO:0060348; P:GO:0060669; P:GO:0060977; P:GO:0070201; P:GO:0071441; P:GO:0097676; P:GO:1900049; P:GO:1902850; P:GO:1903025; P:GO:1905634; P:GO:2000616; P:GO:2001032; P:GO:2001255; F:GO:0000978; F:GO:0003682; F:GO:0003714; F:GO:0008270; F:GO:0030331; F:GO:0042799; F:GO:0042800; F:GO:0043014; F:GO:0046965; F:GO:0046966; F:GO:0046975; F:GO:0046976; F:GO:0050681; F:GO:0140537; C:GO:0000775; C:GO:0000785; C:GO:0005829; C:GO:0035097	P:negative regulation of transcription by RNA polymerase II; P:angiogenesis; P:gastrulation with mouth forming second; P:morphogenesis of a branching structure; P:neural tube closure; P:membranous septum morphogenesis; P:atrial septum primum morphogenesis; P:atrial septum secundum morphogenesis; P:mismatch repair; P:DNA-templated transcription, termination; P:transcription elongation from RNA polymerase II promoter; P:flower development; P:response to UV-B; P:vegetative to reproductive phase transition of meristem; P:regulation of double-strand break repair via homologous recombination; P:regulation of mRNA export from nucleus; P:histone deacetylation; P:peptidyl-lysine monomethylation; P:regulation of DNA-templated DNA replication initiation; P:ascospore formation; P:forebrain development; P:regulation of cytokinesis; P:positive regulation of interferon-alpha production; P:regulation of peptidyl-serine phosphorylation; P:response to type I interferon; P:histone H4-K20 methylation; P:positive regulation of histone acetylation; P:cell migration involved in vasculogenesis; P:endodermal cell differentiation; P:negative regulation of reciprocal meiotic recombination; P:positive regulation of transcription, DNA-templated; P:positive regulation of isotype switching to IgA isotypes; P:mesoderm morphogenesis; P:embryonic cranial skeleton morphogenesis; P:stem cell development; P:defense response to virus; P:pericardium development; P:negative regulation of antisense RNA transcription; P:bone development; P:embryonic placenta morphogenesis; P:coronary vasculature morphogenesis; P:regulation of establishment of protein localization; P:negative regulation of histone H3-K14 acetylation; P:histone H3-K36 dimethylation; P:regulation of histone exchange; P:microtubule cytoskeleton organization involved in mitosis; P:regulation of RNA polymerase II regulatory region sequence-specific DNA binding; P:regulation of protein localization to chromatin; P:negative regulation of histone H3-K9 acetylation; P:regulation of double-strand break repair via nonhomologous end joining; P:positive regulation of histone H3-K36 trimethylation; F:RNA polymerase II cis-regulatory region sequence-specific DNA binding; F:chromatin binding; F:transcription corepressor activity; F:zinc ion binding; F:nuclear estrogen receptor binding; F:histone methyltransferase activity (H4-K20 specific); F:histone methyltransferase activity (H3-K4 specific); F:alpha-tubulin binding; F:nuclear retinoid X receptor binding; F:nuclear thyroid hormone receptor binding; F:histone methyltransferase activity (H3-K36 specific); F:histone methyltransferase activity (H3-K27 specific); F:nuclear androgen receptor binding; F:transcription regulator activator activity; C:chromosome, centromeric region; C:chromatin; C:cytosol; C:histone methyltransferase complex	EC:2.1.1.356	[Histone H3]-lysine(27) N-trimethyltransferase			
true	[INTERPRO, NO-BLAST, ANNOTATED]	maker-Scaffold_23621_SNP_2202981-exonerate_protein2genome-gene-0.1-mRNA-2	---NA---	97				2	F:GO:0003676; F:GO:0004523	F:nucleic acid binding; F:RNA-DNA hybrid ribonuclease activity			IPR002156 (PFAM); IPR036397 (G3DSA:3.30.420.GENE3D); PTHR34023 (PANTHER); IPR044730 (CDD); IPR012337 (SUPERFAMILY)	F:GO:0003676; F:GO:0004523	F:nucleic acid binding; F:RNA-DNA hybrid ribonuclease activity
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_56543_SNP_14798389-exonerate_protein2genome-gene-0.2-mRNA-1	RecName: Full=ABSCISIC ACID-INSENSITIVE 5-like protein 4; AltName: Full=Abscisic acid responsive elements-binding factor 1; Short=ABRE-binding factor 1; AltName: Full=bZIP transcription factor 35; Short=AtbZIP35	94	13	3.34534E-26	60.5	13	P:GO:0009414; P:GO:0009651; P:GO:0009739; P:GO:0009789; P:GO:0010115; P:GO:0010187; P:GO:0045893; P:GO:0048316; P:GO:0090332; F:GO:0000976; F:GO:0001216; F:GO:0005515; C:GO:0005634	P:response to water deprivation; P:response to salt stress; P:response to gibberellin; P:positive regulation of abscisic acid-activated signaling pathway; P:regulation of abscisic acid biosynthetic process; P:negative regulation of seed germination; P:positive regulation of transcription, DNA-templated; P:seed development; P:stomatal closure; F:transcription cis-regulatory region binding; F:DNA-binding transcription activator activity; F:protein binding; C:nucleus			PTHR22952:SF436 (PANTHER); IPR043452 (PANTHER)	P:GO:0045893; F:GO:0003700	P:positive regulation of transcription, DNA-templated; F:DNA-binding transcription factor activity
true	[INTERPRO, NO-BLAST]	maker-Scaffold_62540_SNP_3710393-exonerate_est2genome-gene-0.1-mRNA-1	---NA---	94									no IPS match	no IPS match	no IPS match
true	[NO-BLAST]	maker-Scaffold_5036_SNP_12188081-exonerate_protein2genome-gene-0.0-mRNA-1	---NA---	91											
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_62480_SNP_2374442-exonerate_est2genome-gene-0.0-mRNA-7	RecName: Full=Puromycin-sensitive aminopeptidase; Short=PSA; AltName: Full=Cytosol alanyl aminopeptidase; Short=AAP-S	89	7	2.39212E-34	69.17	11	P:GO:0006508; P:GO:0009926; P:GO:0043171; P:GO:0071456; F:GO:0008270; F:GO:0010013; F:GO:0042277; F:GO:0070006; C:GO:0005783; C:GO:0005829; C:GO:0005886	P:proteolysis; P:auxin polar transport; P:peptide catabolic process; P:cellular response to hypoxia; F:zinc ion binding; F:N-1-naphthylphthalamic acid binding; F:peptide binding; F:metalloaminopeptidase activity; C:endoplasmic reticulum; C:cytosol; C:plasma membrane	EC:3.4.11	Acting on peptide bonds (peptidases)	IPR024571 (PFAM); G3DSA:1.25.50.20 (GENE3D); PTHR11533 (PANTHER); PTHR11533:SF269 (PANTHER)	no GO terms	no GO terms
true	[INTERPRO, BLASTED, MAPPED, ANNOTATED]	maker-Scaffold_63514_SNP_229274-exonerate_est2genome-gene-0.0-mRNA-1	RecName: Full=Arginase 1, mitochondrial; AltName: Full=Arginine amidohydrolase 1; Flags: Precursor	77	6	7.82099E-31	81.66	9	P:GO:0000050; P:GO:0019547; P:GO:0033389; P:GO:0034214; F:GO:0000287; F:GO:0004053; F:GO:0008783; F:GO:0030145; C:GO:0005739	P:urea cycle; P:arginine catabolic process to ornithine; P:putrescine biosynthetic process from arginine, using agmatinase; P:protein hexamerization; F:magnesium ion binding; F:arginase activity; F:agmatinase activity; F:manganese ion binding; C:mitochondrion	EC:3.5.3.11	Agmatinase	IPR006035 (PANTHER); PTHR11358:SF32 (PANTHER)	F:GO:0046872	F:metal ion binding
